"scientific_name","social"
"Calyptophilus tertius",0
"Calyptophilus frugivorus",0
"Phaenicophilus poliocephalus",1
"Microligea palustris",1
"Xenoligea montana",1
"Nesospingus speculiferus",1
"Spindalis zena",1
"Spindalis dominicensis",0
"Spindalis portoricensis",0
"Spindalis nigricephala",1
"Teretistris fernandinae",1
"Teretistris fornsi",1
"Sturnella magna",1
"Leistes militaris",1
"Leistes superciliaris",1
"Leistes defilippii",1
"Cassiculus melanicterus",1
"Psarocolius wagleri",0
"Psarocolius angustifrons",1
"Psarocolius oleagineus",0
"Psarocolius decumanus",1
"Psarocolius viridis",0
"Psarocolius bifasciatus",1
"Psarocolius montezuma",1
"Psarocolius guatimozinus",0
"Psarocolius cassini",1
"Cacicus solitarius",1
"Cacicus chrysopterus",1
"Cacicus koepckeae",0
"Cacicus sclateri",0
"Cacicus cela",1
"Cacicus flavicrissus",0
"Cacicus microrhynchus",1
"Cacicus pacificus",0
"Cacicus chrysonotus",1
"Cacicus latirostris",1
"Cacicus oseryi",1
"Cacicus haemorrhous",1
"Icterus leucopteryx",0
"Icterus auratus",0
"Icterus nigrogularis",0
"Icterus bullockiorum",0
"Icterus pustulatus",1
"Icterus abeillei",0
"Icterus galbula",1
"Icterus mesomelas",1
"Icterus pectoralis",1
"Icterus graceannae",0
"Icterus jamacaii",0
"Icterus icterus",0
"Icterus croconotus",0
"Icterus maculialatus",0
"Icterus wagleri",0
"Icterus cucullatus",0
"Icterus prosthemelas",0
"Icterus spurius",1
"Icterus fuertesi",0
"Icterus melanopsis",0
"Icterus bonana",0
"Icterus portoricensis",0
"Icterus oberi",0
"Icterus laudabilis",0
"Icterus dominicensis",1
"Icterus auricapillus",0
"Icterus pyrrhopterus",1
"Icterus cayanensis",1
"Icterus chrysocephalus",0
"Agelaius humeralis",1
"Agelaius tricolor",1
"Agelaius assimilis",1
"Molothrus rufoaxillaris",1
"Molothrus oryzivorus",1
"Molothrus bonariensis",1
"Euphagus cyanocephalus",1
"Quiscalus quiscula",1
"Quiscalus lugubris",1
"Quiscalus niger",1
"Quiscalus palustris",1
"Lampropsar tanagrinus",1
"Gymnomystax mexicanus",1
"Amblyramphus holosericeus",1
"Anumara forbesi",1
"Gnorimopsar chopi",1
"Agelaioides badius",1
"Agelaioides fringillarius",0
"Agelasticus thilius",1
"Agelasticus cyanopus",1
"Chrysomus ruficapillus",1
"Chrysomus icterocephalus",1
"Xanthopsar flavus",1
"Pseudoleistes virescens",1
"Pseudoleistes guirahuro",1
"Seiurus aurocapilla",0
"Helmitheros vermivorum",1
"Parkesia motacilla",0
"Parkesia noveboracensis",1
"Vermivora bachmanii",1
"Vermivora chrysoptera",1
"Vermivora cyanoptera",1
"Mniotilta varia",1
"Protonotaria citrea",1
"Limnothlypis swainsonii",0
"Oreothlypis superciliosa",1
"Oreothlypis gutturalis",1
"Leiothlypis peregrina",1
"Leiothlypis celata",1
"Leiothlypis crissalis",1
"Leiothlypis luciae",0
"Leiothlypis ruficapilla",1
"Leiothlypis virginiae",1
"Oporornis agilis",1
"Geothlypis aequinoctialis",1
"Geothlypis auricularis",1
"Geothlypis velata",0
"Geothlypis tolmiei",0
"Geothlypis philadelphia",0
"Geothlypis formosa",1
"Geothlypis bairdi",0
"Geothlypis speciosa",0
"Geothlypis beldingi",0
"Geothlypis trichas",1
"Catharopeza bishopi",1
"Setophaga angelae",1
"Setophaga citrina",1
"Setophaga ruticilla",1
"Setophaga kirtlandii",0
"Setophaga tigrina",1
"Setophaga cerulea",1
"Setophaga americana",1
"Setophaga pitiayumi",1
"Setophaga magnolia",1
"Setophaga castanea",1
"Setophaga fusca",1
"Setophaga aestiva",1
"Setophaga petechia",1
"Setophaga pensylvanica",1
"Setophaga striata",1
"Setophaga caerulescens",1
"Setophaga palmarum",1
"Setophaga pinus",1
"Setophaga coronata",1
"Setophaga auduboni",1
"Setophaga goldmani",1
"Setophaga dominica",1
"Setophaga discolor",1
"Setophaga adelaidae",1
"Setophaga subita",0
"Setophaga graciae",1
"Setophaga nigrescens",1
"Setophaga townsendi",1
"Setophaga occidentalis",1
"Setophaga chrysoparia",1
"Setophaga virens",1
"Myiothlypis luteoviridis",1
"Myiothlypis basilica",1
"Myiothlypis leucophrys",1
"Myiothlypis flaveola",1
"Myiothlypis leucoblephara",1
"Myiothlypis signata",1
"Myiothlypis nigrocristata",1
"Myiothlypis fulvicauda",0
"Myiothlypis rivularis",0
"Myiothlypis chlorophrys",1
"Myiothlypis chrysogaster",1
"Myiothlypis conspicillata",1
"Myiothlypis fraseri",1
"Myiothlypis coronata",1
"Basileuterus lachrymosus",1
"Basileuterus rufifrons",1
"Basileuterus melanogenys",1
"Basileuterus ignotus",1
"Basileuterus belli",1
"Basileuterus culicivorus",1
"Basileuterus auricapilla",1
"Basileuterus melanotis",1
"Basileuterus tacarcunae",1
"Basileuterus trifasciatus",1
"Basileuterus punctipectus",1
"Basileuterus tristriatus",1
"Cardellina canadensis",1
"Cardellina pusilla",1
"Cardellina rubrifrons",1
"Cardellina rubra",1
"Cardellina versicolor",1
"Myioborus pictus",1
"Myioborus miniatus",1
"Myioborus brunniceps",1
"Myioborus flavivertex",1
"Myioborus albifrons",1
"Myioborus melanocephalus",1
"Myioborus torquatus",1
"Myioborus pariae",1
"Myioborus castaneocapilla",1
"Mitrospingus cassinii",1
"Mitrospingus oleagineus",1
"Orthogonys chloricterus",1
"Lamprospiza melanoleuca",1
"Piranga bidentata",1
"Piranga flava",0
"Piranga hepatica",0
"Piranga rubra",1
"Piranga roseogularis",1
"Piranga olivacea",1
"Piranga ludoviciana",1
"Piranga leucoptera",1
"Piranga erythrocephala",1
"Piranga rubriceps",1
"Habia rubica",1
"Habia fuscicauda",0
"Habia atrimaxillaris",1
"Habia gutturalis",0
"Habia cristata",1
"Habia carmioli",1
"Habia frenata",1
"Habia olivacea",1
"Habia stolzmanni",1
"Pheucticus chrysopeplus",1
"Pheucticus tibialis",0
"Pheucticus aureoventris",0
"Pheucticus ludovicianus",1
"Pheucticus melanocephalus",0
"Granatellus venustus",1
"Granatellus sallaei",0
"Granatellus pelzelni",1
"Cardinalis cardinalis",1
"Cardinalis phoeniceus",0
"Cardinalis sinuatus",1
"Caryothraustes poliogaster",1
"Caryothraustes canadensis",1
"Caryothraustes celaeno",1
"Caryothraustes erythromelas",0
"Amaurospiza concolor",0
"Amaurospiza aequatorialis",0
"Amaurospiza moesta",0
"Spiza americana",1
"Cyanoloxia glaucocaerulea",0
"Cyanoloxia cyanoides",0
"Cyanoloxia rothschildii",0
"Cyanoloxia brissonii",0
"Cyanocompsa parellina",0
"Passerina caerulea",1
"Passerina cyanea",1
"Passerina amoena",1
"Passerina versicolor",1
"Passerina ciris",1
"Passerina rositae",0
"Passerina leclancherii",0
"Catamblyrhynchus diadema",1
"Charitospiza eucosma",1
"Orchesticus abeillei",1
"Parkerthraustes humeralis",1
"Nemosia pileata",1
"Nemosia rourei",1
"Cyanicterus cyanicterus",1
"Sericossypha albocristata",1
"Compsothraupis loricata",1
"Coryphaspiza melanotis",1
"Embernagra platensis",0
"Embernagra longicauda",0
"Emberizoides ypiranganus",0
"Emberizoides herbicola",0
"Incaspiza pulchra",0
"Incaspiza personata",0
"Incaspiza ortizi",0
"Incaspiza laeta",0
"Incaspiza watkinsi",0
"Rhopospina fruticeti",1
"Porphyrospiza caerulescens",0
"Corydospiza alaudina",1
"Corydospiza carbonaria",0
"Chlorophanes spiza",1
"Iridophanes pulcherrimus",1
"Chrysothlypis salmoni",1
"Chrysothlypis chrysomelas",0
"Heterospingus rubrifrons",1
"Heterospingus xanthopygius",1
"Hemithraupis flavicollis",1
"Hemithraupis guira",1
"Hemithraupis ruficapilla",1
"Tersina viridis",1
"Cyanerpes caeruleus",1
"Cyanerpes cyaneus",1
"Cyanerpes nitidus",1
"Cyanerpes lucidus",1
"Dacnis berlepschi",1
"Dacnis venusta",1
"Dacnis cayana",1
"Dacnis flaviventer",1
"Dacnis hartlaubi",1
"Dacnis lineata",1
"Dacnis egregia",1
"Dacnis viguieri",1
"Dacnis nigripes",1
"Dacnis albiventris",1
"Saltator multicolor",1
"Saltator atricollis",1
"Saltator orenocensis",0
"Saltator similis",1
"Saltator grandis",1
"Saltator coerulescens",1
"Saltator striatipectus",0
"Saltator albicollis",0
"Saltator maximus",1
"Saltator atripennis",1
"Saltator atriceps",1
"Saltator nigriceps",1
"Saltator grossus",1
"Saltator maxillosus",1
"Saltator aurantiirostris",0
"Coereba flaveola",1
"Tiaris olivaceus",1
"Euneornis campestris",1
"Melopyrrha portoricensis",1
"Melopyrrha nigra",1
"Melopyrrha taylori",0
"Loxipasser anoxanthus",0
"Phonipara canora",1
"Loxigilla barbadensis",1
"Loxigilla noctis",1
"Melanospiza richardsoni",0
"Melanospiza bicolor",1
"Asemospiza fuliginosa",0
"Asemospiza obscura",0
"Certhidea olivacea",0
"Certhidea fusca",1
"Geospiza pallida",0
"Geospiza propinqua",0
"Geospiza magnirostris",0
"Volatinia jacarina",1
"Conothraupis speculigera",1
"Conothraupis mesoleuca",0
"Creurgops verticalis",1
"Creurgops dentatus",1
"Eucometis penicillata",0
"Trichothraupis melanops",1
"Islerothraupis cristata",1
"Islerothraupis luctuosa",1
"Islerothraupis rufiventer",1
"Coryphospingus pileatus",1
"Coryphospingus cucullatus",1
"Maschalethraupis surinama",1
"Tachyphonus rufus",0
"Tachyphonus phoenicius",0
"Tachyphonus coronatus",0
"Rhodospingus cruentus",1
"Lanio versicolor",1
"Lanio fulvus",1
"Lanio aurantius",1
"Lanio leucothorax",1
"Ramphocelus sanguinolentus",0
"Ramphocelus flammigerus",1
"Ramphocelus passerinii",1
"Ramphocelus bresilius",1
"Ramphocelus dimidiatus",1
"Ramphocelus nigrogularis",1
"Ramphocelus melanogaster",0
"Ramphocelus carbo",1
"Sporophila bouvronides",1
"Sporophila lineola",1
"Sporophila torqueola",1
"Sporophila morelleti",1
"Sporophila corvina",0
"Sporophila intermedia",0
"Sporophila americana",1
"Sporophila murallae",1
"Sporophila fringilloides",0
"Sporophila luctuosa",0
"Sporophila caerulescens",1
"Sporophila nigricollis",1
"Sporophila ardesiaca",0
"Sporophila funerea",1
"Sporophila angolensis",0
"Sporophila nuttingi",1
"Sporophila maximiliani",0
"Sporophila crassirostris",0
"Sporophila atrirostris",0
"Sporophila schistacea",0
"Sporophila falcirostris",1
"Sporophila frontalis",1
"Sporophila plumbea",1
"Sporophila beltoni",1
"Sporophila collaris",0
"Sporophila albogularis",1
"Sporophila leucoptera",0
"Sporophila peruviana",1
"Sporophila telasco",1
"Sporophila simplex",1
"Sporophila castaneiventris",1
"Sporophila minuta",1
"Sporophila bouvreuil",1
"Sporophila nigrorufa",1
"Sporophila hypoxantha",1
"Sporophila ruficollis",1
"Sporophila iberaensis",1
"Sporophila pileata",1
"Sporophila hypochroma",1
"Sporophila cinnamomea",1
"Sporophila palustris",1
"Sporophila melanogaster",1
"Piezorina cinerea",0
"Xenospingus concolor",0
"Cnemoscopus rubrirostris",1
"Pseudospingus verticalis",1
"Pseudospingus xanthophthalmus",1
"Poospiza boliviana",0
"Poospiza ornata",1
"Poospiza nigrorufa",0
"Poospiza whitii",1
"Poospiza hispaniolensis",0
"Poospiza rubecula",1
"Poospiza baeri",1
"Poospiza goeringi",1
"Poospiza rufosuperciliaris",1
"Kleinothraupis reyi",1
"Kleinothraupis calophrys",1
"Kleinothraupis parodii",1
"Sphenopsis frontalis",1
"Sphenopsis melanotis",1
"Thlypopsis fulviceps",1
"Thlypopsis inornata",0
"Thlypopsis sordida",1
"Thlypopsis pyrrhocoma",0
"Thlypopsis ruficeps",1
"Thlypopsis superciliaris",1
"Thlypopsis ornata",1
"Thlypopsis pectoralis",1
"Castanozoster thoracicus",1
"Donacospiza albifrons",0
"Cypsnagra hirundinacea",1
"Poospizopsis hypocondria",1
"Poospizopsis caesar",1
"Urothraupis stolzmanni",1
"Nephelornis oneilli",1
"Microspingus lateralis",1
"Microspingus cabanisi",0
"Microspingus erythrophrys",1
"Microspingus alticola",0
"Microspingus torquatus",1
"Microspingus trifasciatus",1
"Microspingus melanoleucus",0
"Microspingus cinereus",0
"Conirostrum margaritae",1
"Conirostrum bicolor",0
"Conirostrum speciosum",1
"Conirostrum leucogenys",1
"Conirostrum albifrons",1
"Conirostrum binghami",1
"Conirostrum sitticolor",1
"Conirostrum ferrugineiventre",1
"Conirostrum tamarugense",1
"Conirostrum rufum",1
"Conirostrum cinereum",0
"Sicalis citrina",1
"Sicalis taczanowskii",1
"Sicalis uropigyalis",1
"Sicalis flaveola",0
"Sicalis columbiana",1
"Sicalis luteola",1
"Sicalis luteocephala",1
"Sicalis lebruni",0
"Sicalis olivascens",1
"Sicalis mendozae",1
"Sicalis auriventris",1
"Sicalis raimondii",1
"Sicalis lutea",0
"Phrygilus gayi",1
"Phrygilus patagonicus",1
"Phrygilus atriceps",1
"Phrygilus punensis",1
"Nesospiza acunhae",0
"Nesospiza wilkinsi",0
"Nesospiza questi",0
"Rowettia goughensis",0
"Melanodera melanodera",1
"Melanodera xanthogramma",0
"Geospizopsis plebejus",1
"Geospizopsis unicolor",1
"Spodiornis rusticus",0
"Acanthidops bairdi",0
"Xenodacnis parina",0
"Ephippiospingus dorsalis",0
"Ephippiospingus erythronotus",0
"Chionodacryon speculiferum",0
"Idiopsar brachyurus",0
"Catamenia analis",1
"Catamenia inornata",1
"Catamenia homochroa",1
"Diglossa glauca",1
"Diglossa caerulescens",1
"Diglossa cyanea",1
"Diglossa indigotica",1
"Diglossa sittoides",1
"Diglossa plumbea",0
"Diglossa baritula",0
"Diglossa mystacalis",1
"Diglossa lafresnayii",1
"Diglossa gloriosissima",1
"Diglossa major",1
"Diglossa venezuelensis",1
"Diglossa albilatera",1
"Diglossa carbonaria",0
"Diglossa brunneiventris",1
"Diglossa gloriosa",1
"Diglossa humeralis",1
"Calochaetes coccineus",1
"Iridosornis porphyrocephalus",1
"Iridosornis analis",1
"Iridosornis jelskii",1
"Iridosornis reinhardti",1
"Iridosornis rufivertex",1
"Pipraeidea melanonota",0
"Pipraeidea bonariensis",1
"Pseudosaltator rufiventris",0
"Dubusia taeniata",1
"Dubusia castaneoventris",1
"Buthraupis montana",1
"Sporathraupis cyanocephala",1
"Tephrophilus wetmorei",1
"Chlorornis riefferii",1
"Cnemathraupis eximia",1
"Cnemathraupis aureodorsalis",1
"Anisognathus somptuosus",1
"Anisognathus notabilis",1
"Anisognathus melanogenys",1
"Anisognathus igniventris",1
"Anisognathus lunulatus",1
"Anisognathus lacrymosus",1
"Chlorochrysa phoenicotis",1
"Chlorochrysa nitidissima",1
"Wetmorethraupis sterrhopteron",1
"Bangsia flavovirens",1
"Bangsia arcaei",1
"Bangsia aureocincta",1
"Bangsia edwardsi",1
"Bangsia rothschildi",1
"Bangsia melanochlamys",1
"Lophospingus griseocristatus",1
"Lophospingus pusillus",0
"Neothraupis fasciata",1
"Diuca diuca",0
"Gubernatrix cristata",0
"Stephanophorus diadematus",1
"Cissopis leverianus",1
"Schistochlamys melanopis",0
"Schistochlamys ruficapillus",0
"Paroaria coronata",1
"Paroaria dominicana",0
"Paroaria capitata",1
"Paroaria nigrogenis",0
"Paroaria gularis",1
"Tangara varia",1
"Tangara rufigula",1
"Tangara punctata",1
"Tangara guttata",1
"Tangara xanthogastra",1
"Tangara ruficervix",1
"Tangara cabanisi",1
"Tangara sayaca",1
"Tangara glaucocolpa",0
"Tangara cyanoptera",1
"Tangara abbas",1
"Tangara ornata",1
"Tangara palmarum",1
"Tangara phillipsi",1
"Tangara heinei",1
"Tangara larvata",1
"Tangara cyanicollis",0
"Tangara nigrocincta",0
"Tangara peruviana",0
"Tangara preciosa",1
"Tangara meyerdeschauenseei",0
"Tangara vitriolina",0
"Tangara cayana",0
"Tangara vassorii",1
"Tangara nigroviridis",1
"Tangara dowii",1
"Tangara fucosa",1
"Tangara cyanotis",1
"Tangara rufigenis",1
"Tangara labradorides",1
"Tangara gyrola",1
"Tangara lavinia",1
"Tangara chrysotis",1
"Tangara xanthocephala",1
"Tangara parzudakii",1
"Tangara johannae",1
"Tangara schrankii",1
"Tangara arthus",1
"Tangara aurulenta",1
"Tangara florida",1
"Tangara icterocephala",1
"Tangara fastuosa",1
"Tangara seledon",1
"Tangara cyanocephala",1
"Tangara desmaresti",1
"Tangara cyanoventris",1
"Tangara inornata",1
"Tangara mexicana",1
"Tangara chilensis",1
"Tangara callophrys",1
"Tangara velia",1
